縣市2,提供家具_衣櫃？,有產權登記？,所在樓層,鄉鎮市區,縣市,需要管理費？,距頂樓層數,刊登者類型,提供家具_天然瓦斯？,陽台數,最大出租所費天數,建物樓高,客廳數,房數,房數2,管理費2,衛浴數,月管理費,坪數
3,1,1,3,2109,21,1,2,2,1,1,28,5,2,3,2,1,2,800,26.1
3,0,1,11,906,9,0,3,2,0,2,22,14,2,3,2,1,2,0,48.78
2,0,1,4,1625,16,0,11,2,1,2,2,15,2,3,2,1,2,0,27.0
2,1,1,8,1602,16,1,4,2,1,2,8,12,1,2,1,2,1,2500,30.0
3,0,1,0,1404,14,0,4,2,1,2,16,4,2,3,2,1,3,0,57.26
2,1,1,7,1110,11,1,8,2,1,0,4,15,0,0,1,2,0,1756,31.0
3,1,1,0,1829,18,0,5,1,1,3,2,5,2,4,3,1,3,0,58.3
2,1,1,0,1603,16,0,4,2,1,2,12,4,3,3,2,1,3,0,80.0
2,1,1,11,1625,16,0,11,2,0,1,22,22,2,2,1,1,2,0,22.8
1,1,1,8,1706,17,1,6,2,1,2,16,14,2,5,3,3,2,6500,72.27
3,1,1,6,1309,13,1,13,2,1,2,17,19,2,3,2,3,3,6500,58.4
3,1,1,2,1402,14,0,8,2,1,3,3,10,2,4,3,1,3,0,56.23
3,1,1,6,1309,13,1,8,2,1,2,18,14,2,2,1,2,1,2000,25.0
3,1,1,11,2537,25,1,14,2,1,2,31,25,2,3,2,3,2,5079,90.24
2,1,1,7,1625,16,1,22,2,1,1,3,29,2,2,1,2,1,2500,18.0
2,1,1,5,1625,16,1,7,2,1,1,6,12,1,1,1,2,1,3000,15.0
3,0,0,0,2109,21,0,4,2,1,4,6,4,3,5,3,1,3,0,65.0
1,1,1,1,1700,17,0,3,2,0,1,21,4,1,2,1,1,1,0,22.0
1,1,1,11,1701,17,1,2,2,1,1,20,13,2,3,2,3,2,6400,48.26
2,1,1,7,1604,16,1,8,2,1,2,10,15,2,2,1,2,2,4000,25.0
2,1,0,4,1602,16,1,8,2,1,2,12,12,2,2,1,2,1,2000,22.61
2,1,1,12,1613,16,1,2,2,1,1,15,14,2,2,1,2,1,2500,24.0
2,1,0,3,1625,16,1,9,2,1,1,2,12,1,2,1,2,1,3000,26.0
2,1,1,10,1111,11,1,1,2,1,1,16,11,2,3,2,2,2,2188,25.0
3,1,1,5,1407,14,0,18,2,1,0,3,23,1,2,1,1,2,0,19.46
3,1,1,6,2504,25,1,9,2,1,2,20,15,1,4,3,2,2,5000,43.85
2,1,1,5,1100,11,1,12,2,1,2,24,17,2,3,2,2,2,2500,35.0
3,1,1,6,2537,25,1,8,2,1,2,31,14,2,3,2,2,2,3140,46.81
3,1,1,3,2500,25,0,1,0,0,0,8,4,1,2,1,1,1,0,22.0
3,1,1,11,1815,18,0,18,2,1,2,28,29,2,3,2,1,2,0,55.25
2,1,1,10,1625,16,1,2,2,1,2,9,12,2,3,2,2,2,3000,30.0
2,1,0,3,1625,16,1,5,2,0,2,9,8,2,3,2,2,2,2000,32.0
3,0,1,3,1404,14,0,11,2,1,2,18,14,2,3,2,1,2,0,23.0
2,1,1,3,1602,16,1,12,2,1,2,7,15,2,2,1,2,1,2000,25.0
3,0,1,2,2111,21,0,0,0,1,0,29,2,0,0,1,1,0,0,25.0
1,1,1,6,1704,17,1,3,2,1,1,14,9,2,3,2,3,2,10617,78.33
1,1,1,14,1704,17,1,0,2,1,2,19,14,2,5,3,3,4,9700,137.0
2,1,0,6,1603,16,1,7,2,1,1,7,13,2,3,2,2,2,3360,41.0
2,1,1,6,1602,16,1,8,2,1,2,2,14,2,2,1,2,1,2200,22.0
3,0,1,7,2116,21,1,8,2,1,1,3,15,2,3,2,2,2,2000,36.0
3,1,1,7,1407,14,0,1,2,1,1,27,8,2,3,2,1,2,0,34.0
2,1,1,2,1103,11,1,11,2,1,2,29,13,2,3,2,2,2,4437,43.38
2,1,1,3,1611,16,1,9,2,1,2,2,12,2,3,2,2,2,2000,40.24
2,1,0,1,1625,16,1,11,2,1,1,3,12,1,1,1,1,1,1000,15.0
2,1,1,6,1602,16,1,9,2,1,2,7,15,2,4,3,2,2,2000,45.0
3,1,1,7,1407,14,1,8,2,1,2,4,15,2,3,2,2,2,3000,50.0
2,1,1,3,1113,11,0,12,2,1,1,27,15,2,4,3,1,2,0,52.0
2,0,1,9,1619,16,0,6,2,1,0,21,15,2,3,2,1,2,0,22.8
2,1,1,6,1602,16,0,9,2,1,2,4,15,2,3,2,1,2,0,50.0
3,1,1,18,1309,13,1,6,2,1,1,4,24,2,2,1,2,1,1800,20.0
2,1,0,5,1624,16,0,6,2,0,1,19,11,1,1,1,1,1,0,16.0
2,1,1,4,1625,16,1,5,2,1,1,13,9,1,2,1,2,1,2500,25.0
2,1,1,4,1117,11,0,23,2,1,1,6,27,2,3,2,1,2,0,19.96
2,1,1,2,1602,16,1,6,1,1,1,1,8,2,3,2,2,2,1650,38.0
2,1,0,10,1625,16,1,4,2,1,1,20,14,1,2,1,1,1,1200,22.0
3,0,1,3,1400,14,0,17,2,1,1,17,20,2,4,3,1,2,0,38.29
2,0,1,15,1105,11,0,0,1,1,1,24,15,2,2,1,1,1,0,32.61
3,1,1,4,1309,13,0,10,2,0,2,8,14,2,4,3,1,2,0,37.0
3,0,1,11,1401,14,1,4,2,1,1,21,15,2,3,2,2,2,2000,21.98
3,0,1,3,1802,18,0,2,2,0,2,4,5,1,3,2,1,2,0,25.82
3,0,1,9,1407,14,0,15,2,1,2,10,24,2,3,2,1,2,0,47.6
2,0,1,8,1602,16,1,6,2,0,0,20,14,2,2,1,2,1,2500,34.0
3,0,0,1,1201,12,0,4,2,1,0,6,5,0,0,1,1,0,0,27.0
2,1,1,12,1602,16,1,3,2,1,1,12,15,2,2,1,2,1,2500,28.0
2,1,0,4,1625,16,1,10,2,0,1,8,14,2,3,2,2,2,3000,47.0
3,0,1,5,1815,18,1,3,2,0,2,17,8,2,3,2,1,1,1400,23.5
2,1,1,12,1602,16,1,3,2,1,2,8,15,2,3,2,2,2,3600,32.0
3,1,1,23,1815,18,0,6,2,1,2,8,29,2,3,2,1,2,0,60.0
3,1,1,3,1824,18,1,2,0,1,2,23,5,2,2,1,2,1,2350,19.93
3,1,1,5,1201,12,1,10,2,1,1,9,15,2,3,2,2,2,2540,28.0
3,1,1,7,1309,13,1,7,2,1,2,3,14,2,4,3,2,2,3500,50.0
2,1,0,7,1601,16,1,6,2,1,1,5,13,2,2,1,2,1,1600,20.0
3,1,1,9,1409,14,0,2,2,1,1,13,11,2,3,2,1,2,0,26.17
3,1,0,3,1829,18,0,15,1,0,1,8,18,0,2,1,1,1,0,18.0
2,0,0,3,1611,16,1,5,2,1,1,3,8,2,3,2,2,2,2500,33.0
3,1,1,2,1409,14,0,13,2,1,1,13,15,2,4,3,1,2,0,35.0
3,1,1,10,1400,14,0,11,2,1,2,18,21,2,2,1,1,2,0,26.77
3,0,1,5,1407,14,0,10,2,1,2,6,15,2,3,2,1,2,0,40.0
2,1,0,11,1624,16,1,3,2,1,1,10,14,1,2,1,2,1,1999,22.0
1,1,1,2,1703,17,1,7,2,1,1,29,9,1,2,1,2,1,3665,27.86
1,1,1,12,1708,17,1,0,1,1,3,11,12,2,3,2,3,2,8427,52.0
3,1,1,3,1407,14,1,6,2,1,1,9,9,2,4,3,2,2,2459,49.56
2,1,1,26,1109,11,0,1,2,1,1,30,27,1,1,1,1,1,0,17.0
3,0,1,0,1400,14,0,4,2,1,3,10,4,2,5,3,1,4,0,86.11
2,0,0,2,1602,16,0,10,2,1,2,9,12,2,2,1,1,1,0,20.0
3,1,1,3,1309,13,1,11,2,1,2,13,14,2,3,2,2,2,3600,35.0
2,0,1,10,1128,11,0,5,2,1,0,11,15,2,3,2,1,2,0,35.0
3,1,1,2,1309,13,1,17,2,1,4,4,19,2,4,3,2,2,3000,40.0
3,1,1,6,1409,14,0,7,2,0,1,12,13,1,1,1,1,1,0,15.0
3,1,1,8,1201,12,1,15,2,1,2,10,23,2,4,3,2,2,4301,44.96
3,1,1,8,2504,25,1,7,2,1,1,16,15,1,2,1,2,1,1539,29.67
3,0,1,9,1407,14,1,6,2,1,2,14,15,2,3,2,2,2,3000,32.0
3,1,1,7,2528,25,1,15,2,0,1,24,22,1,2,1,2,1,1700,13.72
1,1,1,8,1708,17,1,3,2,0,0,26,11,2,1,1,2,1,2990,29.7
2,0,1,13,1619,16,0,2,2,1,2,16,15,2,2,1,1,1,0,33.0
3,1,1,2,810,8,0,3,2,0,1,27,5,1,2,1,1,1,0,13.52
2,1,1,3,1602,16,1,17,2,1,2,24,20,2,3,2,2,2,3000,30.0
2,1,0,13,1604,16,1,3,2,1,2,19,16,2,4,3,2,2,3000,45.0
2,0,1,5,1613,16,1,1,2,1,1,22,6,2,3,2,1,2,1300,30.0
2,1,1,6,1625,16,1,7,2,1,1,13,13,2,3,2,2,2,2492,43.0
3,0,1,2,1404,14,0,13,2,1,2,9,15,2,2,1,1,2,0,54.0
3,1,1,13,2520,25,1,2,2,1,1,17,15,2,2,1,2,1,2400,35.25
2,1,1,17,1625,16,1,6,2,1,1,3,23,2,3,2,2,2,3186,36.0
2,1,1,7,1602,16,0,8,2,1,2,16,15,2,3,2,1,2,0,25.0
3,0,1,11,1410,14,1,3,2,1,2,6,14,1,3,2,2,2,2000,35.86
2,0,0,14,1602,16,1,0,2,0,2,22,14,2,3,2,2,2,4150,37.0
3,0,1,1,1402,14,0,0,1,0,0,6,1,1,3,2,1,1,0,25.0
2,0,1,4,1109,11,0,11,2,0,0,20,15,2,4,3,1,2,0,50.24
3,1,1,1,1400,14,0,4,2,0,2,3,5,1,5,3,1,4,0,60.0
2,1,1,6,1609,16,0,3,2,1,1,14,9,2,3,2,1,1,0,19.3
3,1,1,7,2520,25,1,8,2,1,1,10,15,2,2,1,2,2,1800,21.0
2,1,1,4,1117,11,1,13,2,1,1,13,17,2,3,2,2,2,2502,21.92
3,1,1,10,1201,12,1,12,2,1,1,14,22,2,3,2,2,2,2833,40.0
3,1,1,2,1309,13,1,12,2,1,2,25,14,2,3,2,2,2,3300,30.0
3,1,1,6,1200,12,1,4,1,1,2,19,10,2,3,2,2,2,3172,25.0
2,1,1,8,1625,16,1,7,2,1,1,3,15,2,2,1,2,1,3000,25.0
3,1,1,6,1309,13,0,10,2,0,1,2,16,2,2,1,1,1,0,20.0
2,1,1,10,1128,11,0,4,2,1,1,10,14,2,2,1,1,1,0,22.0
2,1,1,18,1602,16,0,4,2,1,1,16,22,2,2,1,1,2,0,21.0
3,1,1,9,1309,13,0,6,2,1,2,23,15,2,3,2,1,2,0,30.0
1,0,1,3,1701,17,0,4,2,1,1,2,7,2,3,2,1,2,0,46.35
3,1,1,8,1401,14,0,7,2,1,1,3,15,1,2,1,1,1,0,31.95
2,1,1,7,1601,16,1,8,2,1,1,13,15,2,2,1,2,1,3000,20.0
3,1,1,0,1806,18,0,4,2,0,3,19,4,2,3,2,1,3,0,57.8
3,1,1,8,1407,14,0,0,2,1,1,2,8,2,3,2,1,2,0,48.72
1,1,1,6,1705,17,1,5,2,1,2,9,11,2,3,2,3,2,8327,68.44
2,1,1,8,1104,11,1,4,2,1,1,4,12,2,3,2,2,1,2000,36.32
2,1,0,3,1601,16,1,5,2,1,1,3,8,2,2,1,2,1,2819,23.0
2,1,1,2,1625,16,1,10,2,1,2,17,12,2,3,2,2,2,3000,58.0
3,1,1,17,2528,25,1,7,2,1,2,31,24,2,4,3,3,3,6700,86.85
3,1,1,10,2505,25,0,0,2,1,2,24,10,2,2,1,1,2,0,30.26
2,1,1,4,1625,16,1,5,2,1,2,2,9,2,3,2,1,2,1500,28.0
2,0,1,7,1625,16,0,7,2,1,1,24,14,2,4,3,1,2,0,93.03
2,0,1,0,1602,16,1,4,2,1,2,22,4,3,4,3,1,5,1000,53.0
3,1,1,4,1813,18,1,1,2,1,2,50,5,2,4,3,2,4,4240,37.83
3,1,0,6,1407,14,1,0,2,1,1,22,6,2,5,3,2,2,3200,50.0
3,1,1,14,1829,18,0,2,2,1,2,30,16,2,3,2,1,2,0,49.88
2,1,1,11,1602,16,0,3,2,1,2,8,14,2,2,1,1,2,0,43.0
2,1,1,0,1602,16,0,14,0,0,1,4,14,1,2,1,1,1,0,14.0
2,0,1,12,1625,16,1,3,2,1,2,27,15,2,3,2,1,2,1184,26.0
3,0,1,12,1309,13,1,2,2,1,2,5,14,2,2,1,2,1,1950,22.0
2,0,1,6,1602,16,0,9,2,1,2,5,15,2,3,2,1,1,0,20.0
2,1,1,7,1601,16,1,1,2,1,1,11,8,2,3,2,2,2,2000,25.98
2,1,1,18,1625,16,1,3,2,1,1,25,21,2,2,1,2,2,2452,19.4
2,1,1,21,1602,16,1,7,2,1,1,8,28,1,2,1,2,1,2100,20.0
2,1,1,12,1117,11,1,2,2,1,2,15,14,2,2,1,2,1,1725,16.6
3,1,1,9,2109,21,0,2,1,1,1,2,11,2,2,1,1,2,0,30.0
2,1,1,2,1620,16,0,1,2,0,2,9,3,2,4,3,1,2,0,25.0
2,1,1,20,1117,11,1,6,2,1,1,37,26,2,3,2,2,2,1783,35.66
3,1,1,26,2511,25,1,3,2,1,2,13,29,2,3,2,2,2,2104,24.0
2,0,1,14,1611,16,0,1,2,0,2,13,15,2,3,2,1,2,0,34.69
2,1,0,13,1602,16,1,5,2,0,2,2,18,1,2,1,2,1,3000,30.5
1,1,1,2,1700,17,1,7,2,1,2,26,9,1,2,1,2,1,3700,30.0
2,0,1,0,1613,16,0,4,0,1,2,4,4,2,5,3,1,3,0,55.08
3,1,1,2,1404,14,0,2,2,0,2,3,4,2,2,1,1,1,0,25.0
3,1,1,0,1824,18,1,5,2,0,3,15,5,2,5,3,2,4,2698,70.83
3,0,1,3,1412,14,1,2,2,0,3,17,5,2,2,1,1,1,1000,22.27
3,0,1,2,1407,14,1,13,2,1,2,15,15,2,4,3,2,2,2544,58.0
2,1,1,7,1602,16,1,5,2,0,2,18,12,2,3,2,2,1,2500,28.0
2,0,1,6,1114,11,1,23,2,1,1,2,29,2,3,2,2,1,2808,43.78
3,1,0,27,1309,13,0,0,1,0,2,6,27,2,4,3,1,2,0,35.0
3,1,1,14,1400,14,0,7,2,1,1,13,21,2,2,1,1,1,0,28.0
3,1,0,12,1201,12,1,11,2,1,4,6,23,2,3,2,2,2,2200,38.0
3,1,1,13,1400,14,0,1,1,1,2,20,14,2,2,1,1,1,0,20.5
2,1,1,2,1112,11,0,8,2,1,2,30,10,2,3,2,1,2,0,43.49
2,1,1,13,1625,16,1,1,2,1,3,25,14,2,4,3,2,2,2000,65.0
3,0,1,8,1201,12,1,7,2,0,1,1,15,2,4,3,2,2,3000,30.0
2,1,1,3,1619,16,0,12,2,1,2,16,15,2,3,2,1,2,0,49.0
2,0,0,6,1619,16,1,9,2,1,2,2,15,2,3,2,2,2,2500,46.0
2,0,1,6,1602,16,1,9,2,1,1,10,15,2,2,1,2,2,3000,21.68
3,0,1,16,1815,18,0,6,2,0,1,29,22,1,2,1,1,2,0,37.31
1,1,1,4,1708,17,1,12,2,1,1,2,16,2,3,2,3,3,40493,146.3
3,1,1,5,1201,12,1,5,2,0,1,23,10,2,3,2,2,2,2802,17.6
3,1,0,7,1309,13,1,17,2,1,1,7,24,2,3,2,2,2,2360,30.0
2,1,1,9,1115,11,1,6,2,1,1,13,15,2,3,2,2,2,2800,38.99
3,1,1,4,1806,18,0,1,2,0,1,6,5,1,2,1,1,1,0,21.01
2,0,1,11,1604,16,1,9,2,1,1,12,20,1,2,1,2,1,3000,30.0
1,1,0,3,1700,17,1,4,2,0,0,11,7,1,1,1,2,1,2129,14.18
3,1,1,10,1309,13,1,4,0,0,1,7,14,2,2,1,2,1,2500,28.3
3,1,1,7,1407,14,0,6,2,1,1,12,13,2,2,1,1,1,0,39.0
2,1,1,13,1625,16,1,2,2,1,1,15,15,2,3,2,2,2,2220,46.36
3,0,1,4,1400,14,0,7,2,1,2,10,11,2,3,2,1,2,0,45.01
2,0,1,6,1604,16,1,6,2,1,3,7,12,2,3,2,2,2,2000,35.0
3,1,1,8,1408,14,1,2,0,1,2,28,10,2,3,2,2,2,2700,34.0
3,1,1,9,2500,25,1,4,2,1,2,2,13,2,4,3,2,2,2721,47.72
2,1,1,14,1625,16,1,12,2,1,2,5,26,2,4,3,2,2,4500,80.0
3,1,1,0,2517,25,0,4,0,0,6,4,4,2,4,3,1,3,0,69.0
2,0,1,0,1612,16,0,4,2,1,2,2,4,2,5,3,1,3,0,48.0
2,1,0,4,1625,16,1,12,2,1,1,10,16,2,1,1,1,1,1435,18.0
2,0,1,13,1603,16,0,5,2,1,0,6,18,2,4,3,1,2,0,48.0
3,1,1,2,1829,18,1,12,2,1,2,21,14,2,3,2,1,2,1050,53.74
2,1,0,10,1625,16,1,9,2,0,2,8,19,2,3,2,2,2,2000,30.0
1,0,1,5,1707,17,1,13,2,1,1,13,18,1,2,1,2,1,2340,17.38
2,0,0,10,1602,16,1,5,1,0,3,4,15,2,3,2,2,2,3000,35.56
3,1,1,4,1829,18,1,7,2,1,1,8,11,2,3,2,2,2,2200,21.94
2,0,1,8,1115,11,1,7,0,1,1,27,15,2,2,1,2,1,2893,32.8
2,1,1,2,1602,16,1,6,2,1,3,22,8,2,3,2,2,2,3000,42.0
2,1,1,16,1602,16,0,12,2,0,1,13,28,2,3,2,1,2,0,27.0
3,1,1,15,1407,14,1,0,2,1,1,18,15,1,2,1,1,1,1000,18.0
3,1,1,6,2511,25,0,9,1,1,1,18,15,1,2,1,1,1,0,26.61
2,0,1,1,1602,16,0,4,2,0,0,23,5,0,0,1,1,0,0,50.0
3,1,1,5,1309,13,1,5,2,1,2,6,10,2,3,2,2,2,3170,42.5
3,1,1,2,1406,14,1,10,2,1,1,21,12,2,2,1,2,1,2300,25.93
2,1,0,0,1602,16,0,3,2,1,0,6,3,2,5,3,1,5,0,100.0
2,1,1,2,1601,16,1,10,2,1,1,4,12,2,4,3,3,2,7101,48.0
1,1,1,3,1706,17,1,2,2,1,3,14,5,2,3,2,3,2,8000,67.48
2,1,1,12,1625,16,1,13,2,1,2,20,25,2,4,3,3,3,7000,61.0
2,1,1,2,1603,16,1,10,2,1,1,12,12,1,2,1,1,1,1500,25.53
3,1,1,4,1309,13,1,10,2,1,1,15,14,2,2,1,2,1,2000,25.0
2,0,1,14,1611,16,0,0,2,1,1,4,14,2,2,1,1,1,0,25.0
2,1,1,2,1106,11,1,12,2,1,1,19,14,1,2,1,2,1,2017,19.0
2,1,0,17,1625,16,1,10,2,1,2,8,27,2,3,2,2,2,2903,48.0
2,0,1,0,1604,16,1,4,2,1,3,3,4,2,4,3,2,4,2000,77.0
3,0,1,0,1828,18,0,3,2,0,4,8,3,2,4,3,1,4,0,60.0
1,1,1,5,1703,17,1,24,2,1,2,4,29,2,3,2,3,2,7363,63.0
2,0,1,18,1115,11,1,1,2,1,1,12,19,2,2,1,2,1,2255,27.38
3,1,1,12,1309,13,1,11,2,1,2,19,23,2,4,3,2,3,3800,55.0
2,1,0,3,1604,16,0,9,2,1,2,22,12,2,3,2,1,2,0,45.0
2,0,1,11,1621,16,1,4,2,0,1,9,15,2,1,1,2,1,2000,20.0
3,1,0,7,1200,12,1,8,2,1,1,21,15,2,3,2,2,2,2300,37.43
2,1,1,2,1602,16,1,10,2,1,2,11,12,2,2,1,2,2,3000,45.0
3,0,1,5,1309,13,1,8,2,0,2,15,13,2,3,2,2,2,2309,25.0
1,0,1,3,1702,17,1,6,2,1,2,25,9,2,3,2,2,2,2401,51.0
2,1,1,9,1604,16,1,4,2,1,1,23,13,2,2,1,2,1,2296,48.0
3,0,1,4,2504,25,1,8,2,0,0,28,12,2,3,2,2,2,2533,43.73
2,1,1,6,1601,16,0,6,2,1,1,6,12,2,1,1,1,1,0,14.2
1,1,1,13,1711,17,1,1,2,0,1,14,14,2,1,1,2,1,2219,21.75
3,1,1,4,1201,12,1,8,1,1,1,9,12,2,3,2,2,2,2100,30.0
2,0,1,5,1604,16,0,4,2,0,2,23,9,2,2,1,1,1,0,39.65
3,1,1,14,1409,14,1,7,2,0,2,11,21,2,3,2,2,1,2800,24.0
2,1,1,5,1613,16,1,10,2,1,2,20,15,2,3,2,2,2,3000,25.0
3,1,1,4,2500,25,1,11,2,1,2,31,15,2,3,2,2,2,2859,43.99
2,1,1,27,1111,11,1,1,2,0,1,13,28,1,2,1,1,1,1260,21.0
3,1,1,13,1407,14,0,2,2,0,1,18,15,2,2,1,1,2,0,38.0
2,0,1,9,1625,16,1,3,2,1,1,4,12,2,4,3,2,2,2662,38.0
3,1,1,6,1407,14,0,8,2,1,1,6,14,2,3,2,1,1,0,28.0
3,1,1,4,1407,14,0,10,2,1,1,5,14,1,2,1,1,1,0,20.0
2,1,0,5,1624,16,0,9,2,1,3,5,14,2,3,2,1,2,0,26.0
2,0,1,14,1602,16,1,5,2,1,2,18,19,2,3,2,2,2,4000,35.0
3,1,1,13,2511,25,0,2,2,1,1,14,15,1,2,1,1,2,0,24.02
2,1,1,3,1602,16,1,12,2,1,1,16,15,2,2,1,2,1,1550,20.0
2,1,1,10,1602,16,1,6,2,1,2,16,16,2,3,2,2,2,3360,56.0
1,1,1,3,1710,17,1,3,2,1,2,19,6,2,3,2,1,2,500,36.0
3,0,1,3,1309,13,1,6,2,1,1,27,9,2,3,2,2,2,3710,45.0
2,1,1,12,1111,11,1,2,2,1,1,14,14,2,3,2,2,2,2403,32.0
3,0,1,10,1407,14,0,4,2,0,1,12,14,2,2,1,1,1,0,19.5
2,0,1,0,1611,16,1,4,2,1,2,2,4,2,4,3,1,3,600,50.0
3,1,1,6,1410,14,1,8,2,1,0,3,14,1,2,1,2,1,1960,26.0
2,1,1,16,1602,16,1,0,2,1,1,14,16,2,3,2,2,2,2000,35.0
2,0,1,9,1109,11,1,6,2,1,1,9,15,2,4,3,2,2,4600,61.58
2,1,1,5,1602,16,1,8,2,1,2,8,13,2,4,3,2,2,3000,30.0
2,1,1,20,1604,16,1,4,2,1,1,3,24,2,3,2,2,2,3000,42.71
2,1,1,3,1613,16,0,12,2,1,2,14,15,2,4,3,1,2,0,51.0
3,1,1,1,1400,14,0,3,2,1,1,12,4,1,2,1,1,1,0,32.0
3,1,0,5,1309,13,1,6,2,1,4,4,11,2,5,3,2,4,4000,60.0
2,0,1,10,1611,16,1,5,2,1,2,9,15,2,3,2,2,2,2500,23.33
2,1,1,5,1625,16,0,7,2,1,1,11,12,1,2,1,1,1,0,15.0
2,1,1,7,1117,11,0,0,2,1,3,2,7,2,5,3,1,4,0,70.0
2,1,1,2,1601,16,1,10,2,1,2,21,12,2,2,1,2,1,1999,20.0
2,1,1,40,1111,11,1,3,2,1,1,8,43,2,3,2,2,2,2610,37.26
3,1,1,9,1400,14,0,5,2,1,2,9,14,2,3,2,1,2,0,56.89
2,1,1,4,1602,16,1,11,2,1,2,3,15,2,3,2,2,2,3179,52.89
1,0,1,9,1710,17,1,1,1,1,0,6,10,1,1,1,2,1,1520,11.0
2,1,1,3,1613,16,1,13,2,0,2,12,16,2,4,3,2,2,3001,35.0
2,1,1,7,1602,16,0,6,2,1,2,2,13,2,2,1,1,1,0,30.0
2,1,1,0,1613,16,0,2,2,1,3,3,2,3,4,3,1,4,0,45.0
3,1,1,11,2504,25,0,4,1,1,1,13,15,2,1,1,1,1,0,15.0
2,1,0,9,1621,16,1,2,2,1,1,7,11,2,2,1,2,1,3001,35.0
1,0,1,3,1703,17,0,5,2,1,0,24,8,1,2,1,1,1,0,25.0
2,1,1,15,1602,16,0,0,2,1,2,2,15,2,2,1,1,2,0,21.92
1,1,1,6,1710,17,1,9,2,1,4,31,15,3,5,3,3,5,138000,340.0
1,1,0,2,1700,17,1,6,2,1,1,14,8,2,3,2,3,2,6100,54.34
3,0,1,7,1407,14,0,1,2,0,1,17,8,2,2,1,1,2,0,25.0
2,1,1,3,1604,16,1,11,0,1,1,18,14,2,3,2,1,1,1435,18.07
2,0,1,0,1601,16,0,4,2,1,6,3,4,2,6,3,1,6,0,90.0
2,1,1,8,1624,16,1,1,2,1,1,17,9,2,2,1,2,1,2343,25.0
2,0,1,0,1602,16,1,4,2,1,3,5,4,2,5,3,2,4,1900,86.0
3,1,1,3,1400,14,1,10,2,1,2,7,13,2,3,2,2,2,2700,25.88
3,1,1,5,1810,18,0,2,0,1,2,2,7,2,3,2,1,2,0,23.35
3,1,1,2,1200,12,1,8,2,1,1,13,10,2,3,2,2,2,2800,30.0
3,1,1,5,2521,25,0,17,1,1,1,4,22,1,2,1,1,1,0,17.0
2,0,1,3,1124,11,0,9,1,1,1,4,12,2,3,2,1,2,0,40.0
3,1,1,15,1309,13,1,0,2,1,1,12,15,2,4,3,2,2,2800,35.0
2,1,1,0,1603,16,0,2,2,1,2,3,2,1,5,3,1,2,0,50.0
3,1,1,15,2116,21,1,0,2,1,2,30,15,2,3,2,2,2,2000,36.0
3,1,1,12,1813,18,0,7,2,1,2,14,19,2,3,2,1,2,0,22.0
2,0,1,3,1601,16,0,5,2,1,3,30,8,2,4,3,1,2,0,35.0
2,1,0,12,1624,16,1,7,2,1,2,18,19,2,3,2,2,1,2196,30.0
1,1,1,3,1700,17,1,4,2,0,1,12,7,1,1,1,2,1,2740,16.61
2,1,0,7,1602,16,0,7,1,1,3,7,14,2,3,2,1,2,0,61.41
3,0,1,4,1309,13,1,10,2,1,2,16,14,2,3,2,2,2,2003,24.0
2,1,1,3,1117,11,0,20,0,1,1,15,23,2,3,2,1,2,0,37.47
3,1,0,4,2537,25,1,10,1,1,2,12,14,2,3,2,2,2,1800,37.0
2,0,1,15,1114,11,1,10,2,1,3,7,25,2,3,2,2,2,2000,34.0
2,1,1,17,1604,16,1,7,2,1,1,9,24,2,2,1,2,1,2000,20.0
2,0,1,13,1616,16,1,1,2,1,2,2,14,2,3,2,2,2,3777,29.0
1,1,1,6,1700,17,1,8,2,0,1,13,14,1,1,1,2,1,2500,15.77
2,1,0,8,1604,16,1,7,2,1,1,14,15,1,3,2,2,1,2500,30.0
2,1,1,5,1117,11,1,10,2,0,1,9,15,1,2,1,2,1,2640,24.87
3,1,1,7,1309,13,1,3,2,1,1,30,10,2,4,3,2,2,3500,59.0
2,1,1,3,1117,11,1,11,2,1,1,29,14,2,3,2,2,2,2400,43.11
2,1,1,17,1625,16,1,11,2,1,1,5,28,1,2,1,2,1,3000,20.0
2,0,1,0,1625,16,0,3,2,0,2,5,3,2,4,3,1,2,0,60.0
2,0,1,9,1602,16,1,3,0,1,2,2,12,1,3,2,2,2,2100,39.6
2,0,0,16,1625,16,1,0,2,1,2,3,16,2,3,2,2,2,2727,40.0
2,0,1,9,1112,11,0,3,2,1,1,2,12,2,3,2,1,2,0,23.0
2,1,1,22,1102,11,1,5,2,1,1,6,27,1,3,2,2,1,3562,20.5
2,0,1,0,1602,16,0,4,2,0,0,4,4,2,4,3,1,2,0,60.0
2,0,0,2,1602,16,1,13,2,0,2,4,15,2,2,1,2,1,2000,26.0
3,1,1,12,1400,14,0,3,2,1,1,27,15,2,3,2,1,1,0,35.4
3,0,1,5,1412,14,1,2,2,0,1,17,7,2,2,1,2,1,2000,28.87
2,0,1,7,1625,16,1,5,2,1,1,31,12,2,3,2,2,2,3000,24.0
2,1,1,3,1109,11,1,2,2,1,1,2,5,2,3,2,2,2,2000,41.3
3,1,1,9,1813,18,0,6,2,0,2,3,15,2,3,2,1,2,0,25.7
3,1,1,10,1407,14,0,4,2,1,2,20,14,2,2,1,1,1,0,38.0
1,1,1,8,1703,17,1,3,2,1,1,2,11,2,2,1,2,2,2474,24.74
3,1,1,3,1309,13,1,3,1,1,0,25,6,2,2,1,1,2,1200,27.39
2,1,1,9,1117,11,0,5,2,1,1,13,14,1,2,1,1,1,0,27.0
